time_bin,dc1100_simple,dc1100_fit,dc1700_simple,airvisual_pm25
2020-09-26 02:45:00,18.67,36.6,26.16,23.0
2020-09-26 03:00:00,20.14,38.6,28.03,26.0
2020-09-26 03:15:00,21.53,40.4,30.56,25.0
2020-09-26 03:30:00,27.005,47.55,37.56,29.0
2020-09-26 03:45:00,25.51,45.6,35.730000000000004,25.0
2020-09-26 04:00:00,19.93,38.3,27.905,21.0
2020-09-26 04:15:00,16.72,33.9,24.29,23.0
2020-09-26 04:30:00,15.12,31.7,22.01,21.0
2020-09-26 04:45:00,11.1,26.0,16.09,14.0
2020-09-26 05:00:00,13.92,30.0,19.58,19.0
2020-09-26 05:15:00,13.15,29.0,19.43,21.0
2020-09-26 05:30:00,7.82,21.3,11.82,13.0
2020-09-26 05:45:00,3.425,14.7,5.15,6.0
2020-09-26 06:00:00,3.4400000000000004,14.7,4.86,5.0
2020-09-26 06:15:00,3.955,15.5,5.53,6.0
2020-09-26 06:30:00,5.32,17.6,7.13,8.0
2020-09-26 06:45:00,6.72,19.7,9.32,7.0
2020-09-26 07:00:00,5.75,18.2,8.01,8.0
2020-09-26 07:15:00,6.58,19.4,9.61,11.0
2020-09-26 07:30:00,5.92,18.5,8.35,10.0
2020-09-26 07:45:00,5.31,17.5,8.18,13.0
2020-09-26 08:00:00,7.18,20.35,10.66,11.0
2020-09-26 08:15:00,8.05,21.6,11.71,13.0
2020-09-26 08:30:00,9.21,23.3,13.43,12.0
2020-09-26 08:45:00,11.01,25.9,16.3,18.0
2020-09-26 09:00:00,11.21,26.2,16.49,15.0
2020-09-26 09:15:00,8.49,22.3,11.98,12.0
2020-09-26 09:30:00,5.265000000000001,17.5,7.36,8.0
2020-09-26 09:45:00,4.7,16.6,6.47,6.0
2020-09-26 10:00:00,4.75,16.7,6.55,7.0
2020-09-26 10:15:00,4.56,16.4,6.34,6.0
2020-09-26 10:30:00,4.2,15.9,6.09,6.0
2020-09-26 10:45:00,4.22,15.9,6.0,7.0
2020-09-26 11:00:00,4.24,15.9,6.25,8.0
2020-09-26 11:15:00,4.01,15.6,5.89,8.0
2020-09-26 11:30:00,3.77,15.2,5.37,7.0
2020-09-26 11:45:00,3.74,15.2,5.35,7.0
2020-09-26 12:00:00,3.52,14.8,5.105,8.0
2020-09-26 12:15:00,3.16,14.3,4.470000000000001,6.0
2020-09-26 12:30:00,3.18,14.3,4.59,7.0
2020-09-26 12:45:00,3.5949999999999998,14.95,5.16,8.0
2020-09-26 13:00:00,3.4,14.7,4.72,7.0
2020-09-26 13:15:00,4.470000000000001,16.25,6.34,8.0
2020-09-26 13:30:00,4.83,16.85,6.72,10.0
2020-09-26 13:45:00,4.45,16.3,6.055,10.0
2020-09-26 14:00:00,4.28,16.0,5.85,10.0
2020-09-26 14:15:00,4.13,15.8,5.51,9.0
2020-09-26 14:30:00,5.53,17.9,7.18,9.0
2020-09-26 14:45:00,5.595000000000001,18.0,7.05,10.0
2020-09-26 15:00:00,6.0,18.6,7.79,10.0
2020-09-26 15:15:00,6.27,19.0,8.38,9.0
2020-09-26 15:30:00,6.21,18.9,8.52,11.0
2020-09-26 15:45:00,6.11,18.7,8.280000000000001,10.0
2020-09-26 16:00:00,6.86,19.9,10.19,13.0
2020-09-26 16:15:00,7.56,20.9,11.274999999999999,16.0
2020-09-26 16:30:00,8.48,22.2,12.68,17.0
2020-09-26 16:45:00,10.5,25.2,15.93,19.0
2020-09-26 17:00:00,11.44,26.549999999999997,17.06,19.0
2020-09-26 17:15:00,11.13,26.1,16.57,18.0
2020-09-26 17:30:00,12.12,27.5,17.354999999999997,19.0
2020-09-26 17:45:00,12.77,28.4,18.005,17.0
2020-09-26 18:00:00,11.83,27.1,16.61,18.0
2020-09-26 18:15:00,16.4,33.5,23.41,25.0
2020-09-26 18:30:00,15.87,32.8,21.56,22.0
2020-09-26 18:45:00,11.26,26.3,15.69,17.0
2020-09-26 19:00:00,11.81,27.1,16.685000000000002,19.0
2020-09-26 19:15:00,11.39,26.5,15.86,17.0
2020-09-26 19:30:00,13.64,29.65,19.0,18.0
2020-09-26 19:45:00,14.51,30.9,19.99,20.0
2020-09-26 20:00:00,18.43,36.3,25.87,25.0
2020-09-26 20:15:00,18.495,36.349999999999994,26.08,25.0
2020-09-26 20:30:00,19.28,37.4,26.18,27.0
2020-09-26 20:45:00,21.9,40.9,31.66,30.0
2020-09-26 21:00:00,18.939999999999998,36.95,27.14,24.0
2020-09-26 21:15:00,16.14,33.1,22.88,21.0
2020-09-26 21:30:00,14.36,30.7,20.69,18.0
2020-09-26 21:45:00,13.07,28.8,18.11,18.0
2020-09-26 22:00:00,11.33,26.4,15.89,15.0
2020-09-26 22:15:00,10.1,24.6,13.95,16.0
2020-09-26 22:30:00,10.155000000000001,24.700000000000003,14.399999999999999,16.0
2020-09-26 22:45:00,10.1,24.6,14.3,19.0
2020-09-26 23:00:00,9.07,23.1,12.59,14.0
2020-09-26 23:15:00,8.02,21.6,11.22,13.0
2020-09-26 23:30:00,9.25,23.35,12.649999999999999,15.0
2020-09-26 23:45:00,9.96,24.4,13.77,17.0
2020-09-27 00:00:00,9.379999999999999,23.55,13.13,16.0
2020-09-27 00:15:00,9.155000000000001,23.25,12.61,14.0
2020-09-27 00:30:00,8.65,22.5,11.83,14.0
2020-09-27 00:45:00,7.94,21.5,10.96,11.0
2020-09-27 01:00:00,6.61,19.5,9.17,10.0
2020-09-27 01:15:00,6.34,19.1,8.54,10.0
2020-09-27 01:30:00,6.84,19.8,9.16,9.0
2020-09-27 01:45:00,6.32,19.1,8.5,8.0
2020-09-27 02:00:00,6.16,18.8,8.11,8.0
2020-09-27 02:15:00,6.645,19.5,8.65,8.0
2020-09-27 02:30:00,6.98,20.0,9.45,8.0
2020-09-27 02:45:00,6.41,19.2,8.89,7.0
2020-09-27 03:00:00,6.37,19.1,8.57,10.0
2020-09-27 03:15:00,6.22,18.9,8.44,8.0
2020-09-27 03:30:00,6.46,19.3,8.85,10.0
2020-09-27 03:45:00,7.32,20.5,10.45,11.0
2020-09-27 04:00:00,10.04,24.5,13.68,13.0
2020-09-27 04:15:00,12.59,28.2,16.22,18.0
2020-09-27 04:30:00,12.4,27.9,16.58,12.0
2020-09-27 04:45:00,8.18,21.8,12.05,11.0
2020-09-27 05:00:00,5.02,17.1,7.4,7.0
2020-09-27 05:15:00,3.76,15.2,5.59,6.0
2020-09-27 05:30:00,4.48,16.3,6.68,5.0
2020-09-27 05:45:00,8.03,21.6,11.25,6.0
2020-09-27 06:00:00,9.67,24.0,12.93,9.0
2020-09-27 06:15:00,8.2,21.8,12.21,7.0
2020-09-27 06:30:00,7.385,20.65,10.45,6.0
2020-09-27 06:45:00,8.29,22.0,11.42,7.0
2020-09-27 07:00:00,8.78,22.7,12.07,8.0
2020-09-27 07:15:00,10.780000000000001,25.55,15.03,8.0
2020-09-27 07:30:00,10.725000000000001,25.5,15.149999999999999,7.0
2020-09-27 07:45:00,10.06,24.5,14.46,8.0
2020-09-27 08:00:00,10.145,24.65,14.55,7.0
2020-09-27 08:15:00,11.83,27.1,16.82,10.0
2020-09-27 08:30:00,12.62,28.2,17.58,10.0
2020-09-27 08:45:00,12.765,28.4,18.045,11.0
2020-09-27 09:00:00,12.65,28.2,17.77,10.0
2020-09-27 09:15:00,11.73,26.9,16.5,10.0
2020-09-27 09:30:00,10.91,25.8,15.34,10.0
2020-09-27 09:45:00,11.34,26.4,15.39,9.0
2020-09-27 10:00:00,11.49,26.6,15.465,9.0
2020-09-27 10:15:00,12.09,27.450000000000003,16.07,10.0
2020-09-27 10:30:00,10.46,25.1,14.04,9.0
2020-09-27 10:45:00,8.71,22.6,11.735,9.0
2020-09-27 11:00:00,7.73,21.1,10.89,9.0
2020-09-27 11:15:00,8.27,21.9,11.28,9.0
2020-09-27 11:30:00,9.38,23.6,12.024999999999999,9.0
2020-09-27 11:45:00,9.58,23.8,13.12,11.0
2020-09-27 12:00:00,10.07,24.55,14.09,11.0
2020-09-27 12:15:00,8.98,23.0,12.87,9.0
2020-09-27 12:30:00,9.76,24.1,13.88,10.0
2020-09-27 12:45:00,9.705,24.05,13.795,9.0
2020-09-27 13:00:00,8.71,22.6,11.88,9.0
2020-09-27 13:15:00,7.39,20.6,10.219999999999999,10.0
2020-09-27 13:30:00,6.785,19.75,9.37,9.0
2020-09-27 13:45:00,7.12,20.2,9.98,8.0
2020-09-27 14:00:00,7.77,21.2,10.94,11.0
2020-09-27 14:15:00,8.8,22.7,12.53,12.0
2020-09-27 14:30:00,7.515,20.8,10.65,11.0
2020-09-27 14:45:00,7.98,21.5,11.46,14.0
2020-09-27 15:00:00,7.915,21.45,12.27,11.0
2020-09-27 15:15:00,7.984999999999999,21.55,12.47,11.0
2020-09-27 15:30:00,9.64,23.95,13.18,18.0
2020-09-27 15:45:00,9.21,23.3,12.98,16.0
2020-09-27 16:00:00,11.51,26.65,17.2,21.0
2020-09-27 16:15:00,10.225,24.75,15.01,17.0
2020-09-27 16:30:00,11.9,27.2,16.78,16.0
2020-09-27 16:45:00,12.82,28.450000000000003,17.75,18.0
2020-09-27 17:00:00,14.175,30.4,20.06,19.0
2020-09-27 17:15:00,15.27,31.950000000000003,22.424999999999997,21.0
2020-09-27 17:30:00,28.560000000000002,49.45,37.6,44.0
2020-09-27 17:45:00,18.3,36.1,28.15,23.0
2020-09-27 18:00:00,16.82,34.1,25.02,25.0
2020-09-27 18:15:00,23.03,42.4,37.84,44.0
2020-09-27 18:30:00,26.5,46.9,38.07,32.0
2020-09-27 18:45:00,22.23,41.3,31.21,28.0
2020-09-27 19:00:00,17.47,35.0,27.83,27.0
2020-09-27 19:15:00,22.22,41.3,32.945,36.0
2020-09-27 19:30:00,21.19,40.0,31.18,32.0
2020-09-27 19:45:00,23.89,43.5,34.675,38.0
2020-09-27 20:00:00,23.35,42.8,34.48,34.0
2020-09-27 20:15:00,21.17,39.9,33.31,37.0
2020-09-27 20:30:00,26.9,47.4,43.43,45.0
2020-09-27 20:45:00,22.62,41.9,37.26,36.0
2020-09-27 21:00:00,12.91,28.6,19.97,18.0
2020-09-27 21:15:00,11.06,26.0,16.77,13.0
2020-09-27 21:30:00,6.970000000000001,20.0,10.49,10.0
2020-09-27 21:45:00,7.23,20.4,10.88,13.0
2020-09-27 22:00:00,8.18,21.8,12.23,13.0
2020-09-27 22:15:00,8.81,22.7,13.07,14.0
2020-09-27 22:30:00,11.7,26.9,17.700000000000003,19.0
2020-09-27 22:45:00,10.48,25.1,15.66,15.0
2020-09-27 23:00:00,8.25,21.9,13.04,12.0
2020-09-27 23:15:00,6.92,19.9,10.745000000000001,9.0
2020-09-27 23:30:00,5.65,18.1,9.26,8.0
2020-09-27 23:45:00,4.97,17.0,8.21,7.0
2020-09-28 00:00:00,4.5649999999999995,16.45,7.77,7.0
2020-09-28 00:15:00,4.66,16.6,7.41,7.0
2020-09-28 00:30:00,4.49,16.3,7.08,7.0
2020-09-28 00:45:00,3.77,15.2,6.37,6.0
2020-09-28 01:00:00,3.96,15.5,6.29,6.0
2020-09-28 01:15:00,6.89,19.9,10.79,7.0
2020-09-28 01:30:00,10.04,24.5,14.285,9.0
2020-09-28 01:45:00,12.84,28.5,18.55,11.0
2020-09-28 02:00:00,16.82,34.1,24.19,17.0
2020-09-28 02:15:00,18.28,36.1,26.02,18.0
2020-09-28 02:30:00,21.26,40.1,30.44,19.0
2020-09-28 02:45:00,22.64,41.9,32.29,20.0
2020-09-28 03:00:00,18.045,35.75,28.47,16.0
2020-09-28 03:15:00,14.18,30.4,21.165,12.0
2020-09-28 03:30:00,12.47,28.0,18.52,10.0
2020-09-28 03:45:00,12.81,28.5,18.71,10.0
2020-09-28 04:00:00,12.48,28.0,18.1,9.0
2020-09-28 04:15:00,12.88,28.6,18.295,9.0
2020-09-28 04:30:00,13.870000000000001,29.95,19.81,10.0
2020-09-28 04:45:00,15.325,32.0,21.52,11.0
2020-09-28 05:00:00,15.08,31.7,21.25,12.0
2020-09-28 05:15:00,13.72,29.8,19.62,11.0
2020-09-28 05:30:00,12.37,27.9,17.62,10.0
2020-09-28 05:45:00,11.09,26.05,15.66,10.0
2020-09-28 06:00:00,10.39,25.0,14.87,8.0
2020-09-28 06:15:00,10.254999999999999,24.799999999999997,14.125,10.0
2020-09-28 06:30:00,9.77,24.1,13.9,9.0
2020-09-28 06:45:00,9.780000000000001,24.15,14.57,13.0
2020-09-28 07:00:00,7.585,20.95,10.59,8.0
2020-09-28 07:15:00,7.885,21.35,11.59,9.0
2020-09-28 07:30:00,7.78,21.2,11.51,9.0
2020-09-28 07:45:00,9.9,24.3,14.515,14.0
2020-09-28 08:00:00,10.665,25.4,16.36,16.0
2020-09-28 08:15:00,11.03,25.9,16.31,17.0
2020-09-28 08:30:00,12.87,28.6,20.44,23.0
2020-09-28 08:45:00,11.3,26.3,17.25,14.0
2020-09-28 09:00:00,11.98,27.3,18.08,15.0
2020-09-28 09:15:00,12.22,27.6,18.635,15.0
2020-09-28 09:30:00,14.91,31.4,22.92,19.0
2020-09-28 09:45:00,17.28,34.7,26.695,20.0
2020-09-28 10:00:00,23.77,43.4,34.01,21.0
2020-09-28 10:15:00,21.77,40.7,32.64,26.0
2020-09-28 10:30:00,29.57,50.7,47.74,49.0
2020-09-28 10:45:00,31.625,53.25,47.69,31.0
2020-09-28 11:00:00,33.504999999999995,55.55,52.085,39.0
2020-09-28 11:15:00,32.26,54.1,47.24,33.0
2020-09-28 11:30:00,34.61,56.85,52.23,38.0
2020-09-28 11:45:00,37.28,60.1,56.55,42.0
2020-09-28 12:00:00,32.55,54.4,51.3,40.0
2020-09-28 12:15:00,30.8,52.25,49.295,42.0
2020-09-28 12:30:00,29.66,50.9,47.525,44.0
2020-09-28 12:45:00,30.78,52.2,46.855000000000004,45.0
2020-09-28 13:00:00,27.47,48.1,44.86,41.0
2020-09-28 13:15:00,23.59,43.1,39.125,37.0
2020-09-28 13:30:00,23.560000000000002,43.05,40.2,39.0
2020-09-28 13:45:00,27.54,48.2,44.74,37.0
2020-09-28 14:00:00,31.765,53.45,49.68,43.0
2020-09-28 14:15:00,35.265,57.650000000000006,53.69,43.0
2020-09-28 14:30:00,30.985,52.5,50.92,42.0
2020-09-28 14:45:00,33.69,55.8,52.475,46.0
2020-09-28 15:00:00,33.76,55.9,52.51,46.0
2020-09-28 15:15:00,35.275000000000006,57.7,54.22,45.0
2020-09-28 15:30:00,34.345,56.55,53.905,43.0
2020-09-28 15:45:00,35.54,58.0,54.33,45.0
2020-09-28 16:00:00,37.07,59.8,54.03,41.0
2020-09-28 16:15:00,37.49,60.3,54.730000000000004,49.0
2020-09-28 16:30:00,39.18,62.3,55.585,51.0
2020-09-28 16:45:00,38.345,61.3,55.55,53.0
2020-09-28 17:00:00,42.65,66.2,55.14,56.8
2020-09-28 17:15:00,44.15,67.9,56.21,58.6
2020-09-28 17:30:00,45.73,69.6,55.35,63.1
2020-09-28 17:45:00,49.825,74.05,55.78,67.6
2020-09-28 18:00:00,52.48,76.8,59.4,70.2
2020-09-28 18:15:00,53.66,78.0,60.980000000000004,72.0
2020-09-28 18:30:00,54.425,78.8,67.62,74.7
2020-09-28 18:45:00,57.81,82.2,77.63,127.6
2020-09-28 19:00:00,61.06,85.4,95.46,87.3
2020-09-28 19:15:00,61.56,85.9,96.6,84.6
2020-09-28 19:30:00,61.55,85.9,100.14,84.6
2020-09-28 19:45:00,54.54,78.9,77.81,78.3
2020-09-28 20:00:00,57.9,82.3,87.94,75.6
2020-09-28 20:15:00,56.31,80.7,75.55,72.0
2020-09-28 20:30:00,55.22,79.65,69.37,75.6
2020-09-28 20:45:00,54.77,79.2,62.7,69.3
2020-09-28 21:00:00,55.13,79.6,63.1,63.1
2020-09-28 21:15:00,54.9,79.3,62.9,64.9
2020-09-28 21:30:00,54.85,79.25,62.375,63.1
2020-09-28 21:45:00,55.25,79.7,62.34,58.6
2020-09-28 22:00:00,55.05,79.5,62.06,53.0
2020-09-28 22:15:00,54.36,78.8,62.724999999999994,56.8
2020-09-28 22:30:00,53.54,77.9,63.025,49.0
2020-09-28 22:45:00,52.825,77.19999999999999,62.82,55.0
2020-09-28 23:00:00,52.765,77.15,62.81,49.0
2020-09-28 23:15:00,53.82,78.2,63.4,51.0
2020-09-28 23:30:00,52.38,76.7,61.89,52.0
2020-09-28 23:45:00,51.64,76.0,59.065,49.0
2020-09-29 00:00:00,52.11,76.4,62.08,47.0
2020-09-29 00:15:00,52.305,76.65,62.32,47.0
2020-09-29 00:30:00,52.06,76.4,62.510000000000005,47.0
2020-09-29 00:45:00,47.53,71.6,55.95,40.0
2020-09-29 01:00:00,30.58,52.0,42.96,33.0
2020-09-29 01:15:00,41.2,64.6,44.11,45.0
2020-09-29 01:30:00,26.63,47.0,33.425,31.0
2020-09-29 01:45:00,30.55,52.0,34.16,33.0
2020-09-29 02:00:00,50.3,74.55000000000001,54.5,38.0
2020-09-29 02:15:00,36.46,59.1,39.739999999999995,30.0
2020-09-29 02:30:00,26.87,47.3,30.87,28.0
2020-09-29 02:45:00,30.25,51.6,30.1,27.0
2020-09-29 03:00:00,44.21,68.0,45.79,29.0
2020-09-29 03:15:00,16.22,33.25,25.009999999999998,25.0
2020-09-29 03:30:00,21.4,40.25,26.405,29.0
2020-09-29 03:45:00,18.51,36.4,26.38,29.0
2020-09-29 04:00:00,49.37,73.6,56.39,40.0
2020-09-29 04:15:00,38.08,61.0,36.2,35.0
2020-09-29 04:30:00,35.57,58.0,36.75,46.0
2020-09-29 04:45:00,30.55,52.0,28.25,31.0
2020-09-29 05:00:00,18.32,36.1,24.57,28.0
2020-09-29 05:15:00,17.46,34.95,25.74,27.0
2020-09-29 05:30:00,21.09,39.8,34.02,31.0
2020-09-29 05:45:00,27.81,48.5,41.85,40.0
2020-09-29 06:00:00,43.21,66.8,57.17,49.0
2020-09-29 06:15:00,56.12,80.6,82.09,94.4
2020-09-29 06:30:00,65.4,89.6,113.51,102.5
2020-09-29 06:45:00,73.6,97.0,124.765,102.5
2020-09-29 07:00:00,70.97,94.65,113.95,94.4
2020-09-29 07:15:00,65.555,89.69999999999999,100.34,83.7
2020-09-29 07:30:00,63.3,87.6,89.25,74.7
2020-09-29 07:45:00,60.01,84.4,78.85,74.7
2020-09-29 08:00:00,57.870000000000005,82.35,72.76,64.9
2020-09-29 08:15:00,55.05,79.45,68.735,61.3
2020-09-29 08:30:00,54.815,79.19999999999999,67.01,62.2
2020-09-29 08:45:00,53.86,78.3,65.44,59.5
2020-09-29 09:00:00,51.88,76.2,64.405,55.0
2020-09-29 09:15:00,48.99,73.15,61.99,53.0
2020-09-29 09:30:00,42.605000000000004,66.15,60.38,43.0
2020-09-29 09:45:00,39.97,63.2,58.33,52.0
2020-09-29 10:00:00,41.85,65.3,59.45,60.4
2020-09-29 10:15:00,42.39,65.9,58.260000000000005,56.8
2020-09-29 10:30:00,31.45,53.1,51.5,45.0
2020-09-29 10:45:00,29.27,50.4,50.64,40.0
2020-09-29 11:00:00,34.010000000000005,56.150000000000006,54.37,46.0
2020-09-29 11:15:00,33.76,55.9,54.49,43.0
2020-09-29 11:30:00,27.95,48.7,47.5,41.0
2020-09-29 11:45:00,19.53,37.8,33.43,33.0
2020-09-29 12:00:00,20.61,39.2,36.92,37.0
2020-09-29 12:15:00,25.1,45.1,43.56,36.0
2020-09-29 12:30:00,21.955,40.95,37.88,37.0
2020-09-29 12:45:00,16.84,34.1,29.165,30.0
2020-09-29 13:00:00,15.94,32.9,27.475,32.0
2020-09-29 13:15:00,15.77,32.6,26.990000000000002,28.0
2020-09-29 13:30:00,13.0,28.75,22.509999999999998,26.0
2020-09-29 13:45:00,11.09,26.05,19.29,24.0
2020-09-29 14:00:00,11.065,26.0,20.22,25.0
2020-09-29 14:15:00,11.94,27.2,22.59,24.0
2020-09-29 14:30:00,13.19,29.0,22.77,32.0
2020-09-29 14:45:00,13.49,29.4,21.805,28.0
2020-09-29 15:00:00,15.41,32.1,26.61,31.0
2020-09-29 15:15:00,16.01,33.0,27.08,35.0
2020-09-29 15:30:00,15.46,32.2,27.09,34.0
2020-09-29 15:45:00,16.145,33.150000000000006,27.8,39.0
2020-09-29 16:00:00,17.175,34.55,28.3,34.0
2020-09-29 16:15:00,16.62,33.8,27.07,31.0
2020-09-29 16:30:00,18.7,36.6,30.15,37.0
2020-09-29 16:45:00,21.905,40.9,34.35,43.0
2020-09-29 17:00:00,23.17,42.6,35.92,48.0
2020-09-29 17:15:00,27.005,47.55,40.83,46.0
2020-09-29 17:30:00,25.1,45.05,38.89,42.0
2020-09-29 17:45:00,26.92,47.4,38.28,46.0
2020-09-29 18:00:00,39.81,63.0,53.42,67.6
2020-09-29 18:15:00,45.66,69.5,58.3,59.5
2020-09-29 18:30:00,42.46,66.0,57.29,58.6
2020-09-29 18:45:00,37.89,60.8,53.73,47.0
2020-09-29 19:00:00,43.915000000000006,67.6,59.22,55.9
2020-09-29 19:15:00,35.28,57.7,50.615,39.0
2020-09-29 19:30:00,18.09,35.8,24.99,18.0
2020-09-29 19:45:00,15.54,32.3,22.51,19.0
2020-09-29 20:00:00,19.27,37.4,27.71,21.0
2020-09-29 20:15:00,20.39,38.9,29.5,25.0
2020-09-29 20:30:00,20.02,38.4,29.63,24.0
2020-09-29 20:45:00,16.62,33.8,23.83,20.0
2020-09-29 21:00:00,14.61,31.0,21.08,17.0
2020-09-29 21:15:00,13.2,29.05,19.11,14.0
2020-09-29 21:30:00,12.31,27.8,17.855,13.0
2020-09-29 21:45:00,15.87,32.75,21.75,18.0
2020-09-29 22:00:00,17.08,34.4,24.24,17.0
2020-09-29 22:15:00,18.08,35.8,25.2,15.0
2020-09-29 22:30:00,24.305,44.05,34.12,38.0
2020-09-29 22:45:00,21.200000000000003,40.0,29.3,20.0
2020-09-29 23:00:00,21.39,40.2,29.28,19.0
2020-09-29 23:15:00,19.61,37.849999999999994,26.61,15.0
2020-09-29 23:30:00,16.85,34.1,22.665,15.0
2020-09-29 23:45:00,18.165,35.900000000000006,24.345,16.0
2020-09-30 00:00:00,23.93,43.6,34.61,25.0
2020-09-30 00:15:00,37.46,60.25,52.195,35.0
2020-09-30 00:30:00,35.835,58.35,48.42,36.0
2020-09-30 00:45:00,29.63,50.8,42.11,29.0
2020-09-30 01:00:00,29.92,51.2,42.37,28.0
2020-09-30 01:15:00,28.83,49.8,41.05,27.0
2020-09-30 01:30:00,26.67,47.1,36.49,25.0
2020-09-30 01:45:00,25.61,45.7,35.03,26.0
2020-09-30 02:00:00,24.18,43.9,33.4,25.0
2020-09-30 02:15:00,24.87,44.8,33.9,29.0
2020-09-30 02:30:00,28.02,48.8,38.02,30.0
2020-09-30 02:45:00,30.355,51.7,41.370000000000005,26.0
2020-09-30 03:00:00,30.805,52.3,40.28,26.0
2020-09-30 03:15:00,34.504999999999995,56.75,48.14,31.0
2020-09-30 03:30:00,33.71,55.8,47.345,27.0
2020-09-30 03:45:00,31.88,53.6,45.345,28.0
2020-09-30 04:00:00,34.25,56.5,44.58,27.0
2020-09-30 04:15:00,32.57,54.4,45.545,28.0
2020-09-30 04:30:00,31.725,53.400000000000006,42.62,29.0
2020-09-30 04:45:00,34.480000000000004,56.75,48.42,31.0
2020-09-30 05:00:00,56.129999999999995,80.55000000000001,66.22,53.0
2020-09-30 05:15:00,56.03,80.5,73.56,39.0
2020-09-30 05:30:00,56.56,81.0,75.13,36.0
2020-09-30 05:45:00,60.695,85.1,75.33,45.0
2020-09-30 06:00:00,54.71,79.1,72.59,43.0
2020-09-30 06:15:00,48.18,72.3,64.87,37.0
2020-09-30 06:30:00,39.13,62.2,56.52,34.0
2020-09-30 06:45:00,41.69,65.1,59.44,42.0
2020-09-30 07:00:00,47.47,71.55,63.13,47.0
2020-09-30 07:15:00,40.46,63.7,56.005,42.0
2020-09-30 07:30:00,39.34,62.45,54.965,46.0
2020-09-30 07:45:00,35.675,58.2,51.06,43.0
2020-09-30 08:00:00,32.27,54.1,48.43,80.1
2020-09-30 08:15:00,29.68,50.9,45.34,42.0
2020-09-30 08:30:00,26.19,46.5,39.81,40.0
2020-09-30 08:45:00,26.35,46.7,40.685,46.0
2020-09-30 09:00:00,23.105,42.5,36.43,40.0
2020-09-30 09:15:00,18.71,36.6,29.12,36.0
2020-09-30 09:30:00,14.809999999999999,31.299999999999997,23.78,28.0
2020-09-30 09:45:00,16.21,33.2,24.14,28.0
2020-09-30 10:00:00,15.36,32.1,22.99,28.0
2020-09-30 10:15:00,15.350000000000001,32.05,21.93,28.0
2020-09-30 10:30:00,15.285,31.9,22.25,27.0
2020-09-30 10:45:00,17.47,35.0,25.805,32.0
2020-09-30 11:00:00,17.8,35.4,27.265,33.0
2020-09-30 11:15:00,19.07,37.1,29.14,34.0
2020-09-30 11:30:00,18.66,36.6,28.51,36.0
2020-09-30 11:45:00,18.96,37.0,28.47,35.0
2020-09-30 12:00:00,19.01,37.0,27.28,39.0
2020-09-30 12:15:00,13.98,30.1,21.37,31.0
2020-09-30 12:30:00,12.26,27.7,18.46,31.0
2020-09-30 12:45:00,13.26,29.1,21.12,36.0
2020-09-30 13:00:00,14.34,30.6,23.17,35.0
2020-09-30 13:15:00,11.765,27.0,18.83,30.0
2020-09-30 13:30:00,12.02,27.4,19.56,33.0
2020-09-30 13:45:00,12.25,27.65,19.14,30.0
2020-09-30 14:00:00,13.66,29.7,21.43,33.0
2020-09-30 14:15:00,12.12,27.5,19.09,31.0
2020-09-30 14:30:00,13.25,29.1,21.62,31.0
2020-09-30 14:45:00,12.45,28.0,19.77,29.0
2020-09-30 15:00:00,10.56,25.3,17.25,30.0
2020-09-30 15:15:00,10.28,24.9,16.42,27.0
2020-09-30 15:30:00,9.36,23.5,15.17,25.0
2020-09-30 15:45:00,8.83,22.8,14.14,24.0
2020-09-30 16:00:00,9.32,23.5,14.99,23.0
2020-09-30 16:15:00,10.355,24.95,15.89,24.0
2020-09-30 16:30:00,10.44,25.1,16.87,28.0
2020-09-30 16:45:00,15.83,32.7,24.585,31.0
2020-09-30 17:00:00,15.325,32.0,23.68,28.0
2020-09-30 17:15:00,11.19,26.15,17.62,22.0
2020-09-30 17:30:00,14.865,31.4,23.05,26.0
2020-09-30 17:45:00,17.18,34.6,26.505000000000003,31.0
2020-09-30 18:00:00,22.44,41.6,33.62,39.0
2020-09-30 18:15:00,22.47,41.7,33.480000000000004,33.0
2020-09-30 18:30:00,28.005000000000003,48.8,41.07,42.0
2020-09-30 18:45:00,30.44,51.8,44.31,46.0
2020-09-30 19:00:00,38.93,62.0,55.15,52.0
2020-09-30 19:15:00,39.36,62.5,55.35,49.0
2020-09-30 19:30:00,41.635000000000005,65.05,57.49,54.0
2020-09-30 19:45:00,45.025,68.85,59.870000000000005,61.3
2020-09-30 20:00:00,54.435,78.85,65.34,67.6
2020-09-30 20:15:00,56.015,80.45,66.19,72.9
2020-09-30 20:30:00,55.91,80.3,65.87,65.8
2020-09-30 20:45:00,56.18,80.6,66.71,70.2
2020-09-30 21:00:00,54.91,79.3,65.805,64.9
2020-09-30 21:15:00,42.25,65.8,58.58,55.0
2020-09-30 21:30:00,37.78,60.650000000000006,53.245000000000005,48.0
2020-09-30 21:45:00,37.1,59.8,52.47,49.0
2020-09-30 22:00:00,33.305,55.349999999999994,46.98,42.0
2020-09-30 22:15:00,30.03,51.3,42.335,39.0
2020-09-30 22:30:00,25.48,45.6,36.22,32.0
2020-09-30 22:45:00,21.994999999999997,41.05,31.22,27.0
2020-09-30 23:00:00,21.66,40.6,32.19,30.0
2020-09-30 23:15:00,21.1,39.85,30.34,27.0
2020-09-30 23:30:00,23.67,43.2,33.03,29.0
2020-09-30 23:45:00,21.96,41.0,30.72,31.0
