day,bins,r_dc1100_dc1700,r_dc1100_airvisual,r_dc1700_airvisual,min_r,low_pair_count,low_pairs,flagged,abnormal_low_r
2019-11-03,24,0.9762311913232784,0.7739733868186289,0.6861013446131898,0.6861013446131898,0,,False,False
2019-11-04,24,0.9923340818945349,0.8744205634556619,0.826972192405942,0.826972192405942,0,,False,False
2019-11-05,24,0.9699011273441154,0.8711331151650544,0.8941924071736462,0.8711331151650544,0,,False,False
2019-11-08,24,0.9677956398142932,0.9150078873102383,0.9573922883590777,0.9150078873102383,0,,False,False
2019-11-09,24,0.9896669673759787,0.9241238556289758,0.9083688962558703,0.9083688962558703,0,,False,False
2019-11-10,24,0.9918201380090722,0.9535734924567707,0.9583830555305198,0.9535734924567707,0,,False,False
2019-11-11,24,0.980585620832741,0.9169058078556239,0.8899339195143575,0.8899339195143575,0,,False,False
2019-11-12,24,0.98670157329851,0.7501525097520855,0.8193384659640858,0.7501525097520855,0,,False,False
2019-11-13,24,0.9883464704751751,0.9116637640403751,0.9329348494761556,0.9116637640403751,0,,False,False
2019-11-14,24,0.9946501851427879,0.9343638275270265,0.9189083009422777,0.9189083009422777,0,,False,False
2019-11-15,24,0.9709862540658635,0.9189563383943453,0.9298141815025575,0.9189563383943453,0,,False,False
